Gene stable ID,Gene name,Gene Synonym,NCBI gene (formerly Entrezgene) ID
tK(CUU)P,,,
YPL269W,KAR9,,855859
YGR073C,,,
YOR133W,EFT1,,854301
YOR133W,EFT1,,851993
YNL082W,PMS1,,855642
YLL018C,DPS1,,850643
YLL025W,PAU17,,850635
YHR057C,CPR2,CYP2,856454
YAL047C,SPC72,LDB4,851250
tN(GUU)K,,,
YBR181C,RPS6B,LPG18,856015
YBR181C,RPS6B,RPS101,856015
YBR181C,RPS6B,RPS102,856015
YBR181C,RPS6B,LPG18,852479
YBR181C,RPS6B,RPS101,852479
YBR181C,RPS6B,RPS102,852479
YIL007C,NAS2,,854810
YNL097C-B,YNL097C-B,YNL097C-A,1466513
YNR034W-A,EGO4,,855770
YDL011C,,,
YMR037C,MSN2,,855053
YDR355C,,,
YCR004C,YCP4,,850360
YLR392C,ART10,,851108
YHL024W,RIM4,,856361
YPL135C-A,,,
YPR105C,COG4,COD1,856220
YPR105C,COG4,SEC38,856220
YPR105C,COG4,SGF1,856220
YKL050C,,,853816
YDR301W,CFT1,YHH1,851895
YHR128W,FUR1,,856529
YDR412W,RRP17,,852021
YDR530C,APA2,,852143
YER106W,MAM1,,856843
YNL296W,,,
YDR227W,SIR4,ASD1,851813
YDR227W,SIR4,STE9,851813
YDR227W,SIR4,UTH2,851813
YNL138W-A,YSF3,RCP10,1466511
YJL063C,MRPL8,HRD238,853382
YDR041W,RSM10,,851611
tQ(UUG)H,,,
YER066C-A,,,
YML024W,RPS17A,RP51A,854984
YML024W,RPS17A,RPL51A,854984
YAL029C,MYO4,FUN22,851204
YAL029C,MYO4,SHE1,851204
YIL021W,RPB3,,854791
YLR063W,BMT6,,850752
YPL158C,AIM44,,855945
tC(GCA)B,,,
YIR020C,,,854837
YNL196C,SLZ1,,855525
tA(UGC)L,,,
YLR124W,,,
YML083C,,,854891
YAR031W,PRM9,,851282
YDR015C,,,
YMR182W-A,,,1466502
tS(GCU)Q1,,,
YGR155W,CYS4,NHS5,853059
YGR155W,CYS4,STR4,853059
YGR155W,CYS4,VMA41,853059
YLR350W,ORM2,,851064
YLR312C,,,851021
YNL109W,,,
YMR030W,RSF1,,855045
YDL008W,APC11,,851554
YNL101W,AVT4,,855622
YGL114W,,,852764
YJR159W,SOR1,SDH1,853624
YJR094C,IME1,,853556
YGL255W,ZRT1,,852637
YCR059C,YIH1,,850423
YNR012W,URK1,,855746
YDR234W,LYS4,LYS3,851820
YHR047C,AAP1,AAP1',856443
YDR511W,SDH7,,852123
YNL114C,,,
tL(CAA)C,SUP53,,
tE(UUC)P,,,
YDR519W,FPR2,FKB2,852131
YER117W,RPL23B,,852191
YER117W,RPL23B,,856853
YOR356W,CIR2,,854538
YLR204W,QRI5,COX24,850901
tG(GCC)J2,SUF23,,
YKL194C,MST1,,853640
YNL237W,YTP1,,855484
YPL094C,SEC62,LPG14,856011
YGR066C,,,852957
YMR187C,,,855225
YHL026C,,,856359
YBR052C,RFS1,,852341
YMR238W,DFG5,,855278
YOR208W,PTP2,,854383
YLL007C,LMO1,,850653
YLR141W,RRN5,,850832
tD(GUC)L1,,,
YPR176C,BET2,,856306
YIL038C,NOT3,,854773
YDL086C-A,,,
YJL028W,,,853425
YHR197W,RIX1,IPI2,856604
YKR037C,SPC34,,853909
YML061C,PIF1,TST1,854941
YLL038C,ENT4,,850621
YLR257W,,,850961
YMR130W,,,855160
YKL059C,MPE1,,853806
YGR233C,PHO81,VAC6,853148
YDR250C,,,
YNL084C,END3,,855640
YCR096C,HMRA2,A2,850458
YHR028C,DAP2,DPP2,856423
YDR465C,RMT2,,852076
YPL191C,,,855910
YPR204C-A,,,4594642
YHR134W,WSS1,,856536
YGR092W,DBF2,,852984
YKL205W,LOS1,,853630
YIR011C,STS1,DBF8,854828
YIR011C,STS1,SSM5,854828
YNL289W,PCL1,HCS26,855427
YER145C-A,,,
YKL137W,CMC1,,853721
YDL001W,RMD1,,851563
YER076W-A,,,
YMR005W,TAF4,MPT1,855017
YMR005W,TAF4,TAF48,855017
YMR005W,TAF4,TSG2,855017
tG(GCC)F2,,,
YGL041W-A,,,5814844
YBR093C,PHO5,,852390
YDR454C,GUK1,PUR5,852065
YKR015C,,,853885
YCR028C-A,RIM1,,850395
YHR122W,CIA2,,856522
YLR108C,,,850798
YJL101C,GSH1,,853344
YFR009W-A,,,
YLR163W-A,,,
YDR013W,PSF1,CDC101,851576
YMR054W,STV1,,855076
YMR209C,,,855249
YGR171C,MSM1,,853081
YLR416C,,,
YLR375W,STP3,,851089
YDR076W,RAD55,,851648
YER187W,,,856937
tN(GUU)C,,,
snR14,SNR14,,
YER046W-A,,,
YOR357C,SNX3,GRD19,854539
YLR287C-A,RPS30A,,850994
YLR287C-A,RPS30A,,854354
tW(CCA)G2,,,
YDL095W,PMT1,,851462
YOR277C,,,
YCL021W-A,,,850338
YDL007C-A,,,3799969
YPR163C,TIF3,RBL3,856292
YPR163C,TIF3,STM1,856292
YLR154W-E,,,
YML102W,CAC2,,854869
YOR276W,CAF20,CAF2,854450
YOR276W,CAF20,CAP20,854450
YLR155C,ASP3-1,ASP3,850850
YLR155C,ASP3-1,ASP3,850850
YLR155C,ASP3-1,ASP3,850850
YLR155C,ASP3-1,ASP3,850850
YLR155C,ASP3-1,ASP3,850852
YLR155C,ASP3-1,ASP3,850852
YLR155C,ASP3-1,ASP3,850852
YLR155C,ASP3-1,ASP3,850852
YLR155C,ASP3-1,ASP3,850855
YLR155C,ASP3-1,ASP3,850855
YLR155C,ASP3-1,ASP3,850855
YLR155C,ASP3-1,ASP3,850855
YLR155C,ASP3-1,ASP3,850857
YLR155C,ASP3-1,ASP3,850857
YLR155C,ASP3-1,ASP3,850857
YLR155C,ASP3-1,ASP3,850857
YOR247W,SRL1,,854421
YNL171C,,,
YHR067W,HTD2,RMD12,856464
YGL171W,ROK1,,852704
YBR049C,REB1,GRF2,852338
YGL029W,CGR1,,852854
YBR056W,,,852346
YMR194W,RPL36A,RPL39B,855232
snR50,SNR50,,
YGR040W,KSS1,,852931
YFL060C,SNO3,,850484
YNL208W,,,855513
YDL130W,RPP1B,RPL44',851427
YDL130W,RPP1B,RPLA3,851427
YFR043C,IRC6,,850604
YJL056C,ZAP1,ZRG10,853390
YHL037C,,,
YNL010W,,,855722
tS(AGA)L,,,
YLR003C,CMS1,,850689
YDR100W,TVP15,,851677
YGR220C,MRPL9,,853135
YLR221C,RSA3,,850918
YNL134C,,,855588
YGR268C,HUA1,,853185
YDR479C,PEX29,,852090
YIL046W,MET30,ZRG11,854765
YLR355C,ILV5,,851069
YER168C,CCA1,TNT1,856915
tY(GUA)J1,SUP7,,
YBL030C,PET9,AAC2,852250
YBL030C,PET9,ANC2,852250
YLR464W,,,851185
YLR464W,,,856632
YLR446W,,,851167
tS(AGA)D1,,,
YKL146W,AVT3,,853710
YKR003W,OSH6,,853872
YNR053C,NOG2,NUG2,855789
tT(AGU)B,,,
YKL028W,TFA1,,853840
YJR041C,URB2,NPA2,853498
YGL147C,RPL9A,,852730
tK(CUU)G1,,,
YPL229W,,,855872
YIL157C,COA1,,854649
YMR252C,,,855294
YGR144W,THI4,ESP35,853047
YGR144W,THI4,MOL1,853047
YER124C,DSE1,,856861
YGR178C,PBP1,MRS16,853089
YDL117W,CYK3,,851440
YDR140W,MTQ2,,851718
YDR381W,YRA1,SHE11,851988
YPR160W,GPH1,,856289
YIL171W-A,,,
YMR164C,MSS11,,855200
tQ(UUG)D2,,,
YGR113W,DAM1,,853010
YGL203C,KEX1,,852670
YOL047C,LDS2,,854110
YOR221C,MCT1,,854396
YKR010C,TOF2,,853880
YGL048C,RPT6,CIM3,852834
YGL048C,RPT6,CRL3,852834
YGL048C,RPT6,SCB68,852834
YGL048C,RPT6,SUG1,852834
YIL121W,QDR2,,854685
YMR074C,SDD2,,855096
YLR237W,THI7,THI10,850938
YDR327W,,,
YIL170W,HXT12,,
YDR062W,LCB2,SCS1,851634
YDR062W,LCB2,TSC1,851634
YFL049W,SWP82,,850495
YML065W,ORC1,,854937
YPL049C,DIG1,RST1,856058
YOR344C,TYE7,SGC1,854525
tP(AGG)N,SUF10,,
YFR052C-A,,,
YIR038C,GTT1,,854856
SRG1,SRG1,,
YOR269W,PAC1,,854443
YJL080C,SCP160,,853365
YHR013C,ARD1,NAA10,856404
YAL027W,SAW1,,851206
YGR207C,CIR1,,853121
YPL066W,RGL1,,856039
YOR152C,ATG40,,854323
YDR143C,SAN1,,851721
YPL183W-A,RTC6,TAE4,855918
YNL231C,PDR16,SFH3,855490
YER095W,RAD51,MUT5,856831
YAR073W,IMD1,,
YEL028W,,,
YDL172C,,,
YNL230C,ELA1,,855491
YPL235W,RVB2,TIH2,855841
YPL235W,RVB2,TIP48,855841
YPL235W,RVB2,TIP49B,855841
YMR243C,ZRC1,OSR1,855284
RUF21,RUF21,,
YJR091C,JSN1,PUF1,853553
YBR141C,BMT2,,852438
YGR258C,RAD2,,853174
YPL141C,FRK1,,855962
YGL091C,NBP35,,852789
YBR226C,,,
YHR137W,ARO9,,856539
YGR093W,DRN1,,852985
YOR103C,OST2,,854270
snR85,SNR85,,
YDL053C,PBP4,,851507
YDR223W,CRF1,,851809
YKL193C,SDS22,EGP1,853641
YDL037C,BSC1,,851524
YOR377W,ATF1,,854559
YBL005W,PDR3,AMY2,852278
YBL005W,PDR3,TPE2,852278
YDL167C,NRP1,,851387
YBR151W,APD1,,852448
YNL339W-B,,,
YDR246W-A,,,1466436
YIR027C,DAL1,,854845
YJR013W,GPI14,PMH1,853470
YGR119C,NUP57,,853016
YLR441C,RPS1A,RP10A,851162
YNL258C,DSL1,RNS1,855463
tF(GAA)P1,,,
YDR371C-A,,,
YLR178C,TFS1,DKA1,850875
YDR517W,GRH1,,852129
YJL222W,VTH2,,853233
YMR145C,NDE1,NDH1,855176
tT(AGU)H,,,
tV(UAC)Q,,,
YIL088C,AVT7,,854721
YOR129C,AFI1,,854296
YFR028C,CDC14,OAF3,850585
YML071C,COG8,DOR1,854904
YMR015C,ERG5,CYP61,855029
YBR144C,,,
YCL064C,CHA1,,850295
YOL038C-A,,,1466476
YGR213C,RTA1,,853127
YML070W,DAK1,,854932
YHR158C,KEL1,,856563
YGR061C,ADE6,,852952
YGL182C,,,
YJL121C,RPE1,EPI1,853322
YJL121C,RPE1,POS18,853322
YDL226C,GCS1,,851372
YOR156C,NFI1,SIZ2,854327
YGR139W,,,
YDR467C,,,
YOR329C,SCD5,FTB1,854507
YLR028C,ADE16,,850715
YER045C,ACA1,,856769
YFR010W-A,,,
YPR144C,NOC4,UTP19,856267
YPL249C-A,RPL36B,,855826
YLR043C,TRX1,LMA1,850732
YMR125W,STO1,CBC1,855155
YMR125W,STO1,CBP80,855155
YMR125W,STO1,GCR3,855155
YMR125W,STO1,SUT1,855155
YDL134C,PPH21,PPH1,851421
YGR121C,MEP1,AMT1,853019
YMR325W,PAU19,,855375
YPR128C,ANT1,,856246
YER088W-B,,,
YMR141W-A,,,
YDR117C,TMA64,,851695
tK(CUU)K,,,
YGL043W,DST1,PPR2,852839
YDR314C,RAD34,,851909
YPR054W,SMK1,,856167
YHR038W,RRF1,FIL1,856433
YHR038W,RRF1,KIM4,856433
YFR051C,RET2,,850612
YOR351C,MEK1,MRE4,854533
YOL040C,RPS15,RPS21,854117
YJL138C,TIF2,,853303
YJL138C,TIF2,,853933
YIR028W,DAL4,,854846
YML072C,TCB3,,854903
YJR047C,ANB1,HYP1,853506
YJR047C,ANB1,TIF51B,853506
YJL151C,SNA3,,853290
YNL328C,MDJ2,,855388
YDR440W,DOT1,PCH1,852050
YML105C,SEC65,,854866
YMR119W-A,,,
YKL212W,SAC1,RSD1,853668
YAL033W,POP5,FUN53,851200
YLR218C,COA4,,
YCR028C,FEN2,,850394
YDR303C,RSC3,,851897
YIL001W,,,854816
YGR280C,PXR1,GNO1,853197
YFR016C,,,850570
YDL078C,MDH3,,851481
YMR069W,NAT4,NAA40,855091
YDL238C,GUD1,,851360
YGL085W,LCL3,,852795
YGL031C,RPL24A,RPL30A,852852
YNL081C,SWS2,,855643
YOL159C-A,,,854005
YOR051C,ETT1,YOR29-02,854216
YOR003W,YSP3,,854164
YER086W,ILV1,ISO1,856819
YBR178W,,,
YAR015W,ADE1,,851272
YDR529C,QCR7,COR4,852142
YDR529C,QCR7,CRO1,852142
YDR529C,QCR7,UCR7,852142
YJL057C,IKS1,,853389
YKL147C,,,
YCR082W,AHC2,,850443
YBR138C,YBR138C,,852435
YDR437W,GPI19,,852047
YOR064C,YNG1,YOR29-15,854230
YJL218W,,,853237
YMR293C,HER2,GEP6,855338
YMR293C,HER2,RRG6,855338
YLR243W,GPN3,,850944
YER188C-A,,,1466538
snR47,SNR47,,
YGR117C,,,853014
YGR254W,ENO1,HSP48,853169
YDL196W,,,
YDR452W,PPN1,PHM5,852063
YML124C,TUB3,,854915
YER148W,SPT15,BTF1,856891
YER148W,SPT15,TBP1,856891
YOR073W,SGO1,YOR29-24,854240
YDR445C,,,
YLR148W,PEP3,VAM8,850840
YLR148W,PEP3,VPS18,850840
YLR148W,PEP3,VPT18,850840
tK(CUU)I,,,
YJR087W,,,
YGR235C,,,853150
YPL156C,PRM4,,855947
YGL124C,MON1,AUT12,852753
YHR042W,NCP1,CPR1,856438
YMR090W,,,855115
YJL130C,URA2,,853311
YFR032C,RRT5,,850591
snR190,SNR190,,
YDR347W,MRP1,,851948
YBL090W,MRP21,MRP50,852188
YKL054C,DEF1,VID31,853811
YEL022W,GEA2,,856691
YNR037C,RSM19,,855773
YJL069C,UTP18,,853376
snR38,SNR38,,
YGR236C,SPG1,,853151
YML029W,USA1,,854979
tQ(UUG)D1,,,
YMR171C,EAR1,,855207
YIL173W,VTH1,,854634
YKR096W,ESL2,,853971
YKL006C-A,SFT1,,853863
YHR028W-A,,,
YPL173W,MRPL40,,855930
YBL105C,PKC1,CLY15,852169
YBL105C,PKC1,HPO2,852169
YBL105C,PKC1,STT1,852169
YLR162W-A,RRT15,,1466416
YKL164C,PIR1,CCW6,853692
YLR462W,,,851184
YPR098C,,,856213
YDR490C,PKH1,,852101
RDN37-2,RDN37-2,,
YDR516C,EMI2,,852128
YOR201C,MRM1,PET56,854376
YJL045W,YJL045W,,853405
YOR065W,CYT1,CTC1,854231
YOR065W,CYT1,YOR29-16,854231
YEL001C,IRC22,,856717
YGL164C,YRB30,,852712
YDR509W,,,
YBL102W,SFT2,,852172
YCL061C,MRC1,YCL060C,850297
YMR102C,,,855128
YOR186W,,,854358
YDL193W,NUS1,,851334
YDL137W,ARF2,,851418
YGR293C,,,
YBL011W,SCT1,GAT2,852271
YDL118W,,,
YHL049C,,,856336
YBR095C,RXT2,RAF60,852392
YER056C,FCY2,BRA7,856783
YHR041C,SRB2,HRS2,856437
YHR041C,SRB2,MED20,856437
YER087C-B,SBH1,SEB1,856821
YER087C-B,SBH1,YER087C-A,856821
YOR045W,TOM6,ISP6,854210
YOR045W,TOM6,MOM8B,854210
YJL091C,GWT1,,853354
YEL013W,VAC8,YEB3,856702
YOL018C,TLG2,,854142
tL(CAA)G1,,,
YNR063W,,,855800
YDR235W,PRP42,MUD16,851821
YDR235W,PRP42,SNU65,851821
YBR196C-B,,,1466448
YLR095C,IOC2,,850784
YBL048W,RRT1,,
YDR233C,RTN1,,851819
YHR069C,RRP4,,856466
YGR264C,MES1,,853181
YMR188C,MRPS17,,855226
tE(UUC)I,,,
YKL145W-A,,,
YHR200W,RPN10,MCB1,856607
YHR200W,RPN10,SUN1,856607
YPL260W,CUB1,,855867
YMR269W,TMA23,YMR268W-A,855311
YDR388W,RVS167,,851996
YOL133W,HRT1,HRT2,853986
YOL133W,HRT1,RBX1,853986
YOL133W,HRT1,ROC1,853986
YBR066C,NRG2,,852358
YNL339C,YRF1-6,YRF1,855377
YJL033W,HCA4,DBP4,853419
YJL033W,HCA4,ECM24,853419
YGL234W,"ADE5,7",,852617
YPL251W,,,
YGL109W,,,
YER074W,RPS24A,RPS24EB,854741
YER074W,RPS24A,RPS24EA,854741
YER074W,RPS24A,RPS24EB,856805
YER074W,RPS24A,RPS24EA,856805
tE(UUC)E3,,,
YJR122W,IBA57,CAF17,853586
YJL041W,NSP1,,
YPL016W,SWI1,ADR6,856091
YPL016W,SWI1,GAM3,856091
YPL016W,SWI1,LPA1,856091
YPR095C,SYT1,,856210
YOR087W,YVC1,YOR088W,854255
YGL238W,CSE1,KAP109,852612
YIL177C,,,854630
YER133W-A,,,
YDR209C,,,
YMR128W,ECM16,DHR1,855158
YKL026C,GPX1,,853842
YMR039C,SUB1,TSP1,855055
YDR049W,VMS1,,851618
YDL194W,SNF3,,851333
YPR079W,MRL1,,856194
YBR292C,,,
YGL041C-B,,,1466454
YER119C-A,,,
YDR021W,FAL1,,851584
YLR199C,PBA1,POC1,850896
YPR010C,RPA135,RPA2,856119
YPR010C,RPA135,RRN2,856119
YPR010C,RPA135,SRP3,856119
YHR053C,CUP1-1,CUP1,856450
YHR053C,CUP1-1,CUP1,856450
YHR053C,CUP1-1,CUP1,856452
YHR053C,CUP1-1,CUP1,856452
YEL063C,CAN1,,856646
YKL044W,MMO1,,853822
YBR018C,GAL7,,852306
tR(UCU)J1,,,
YKL089W,MIF2,,853773
YDR353W,TRR1,,851955
YNR060W,FRE4,,855797
YDR051C,DET1,,851621
YLR154W-A,YLR154W-A,,
YGR056W,RSC1,,852947
YIL054W,,,854757
YCL073C,GEX1,,850289
YMR230W,RPS10B,,855270
YFL001W,DEG1,HRM3,850550
YFL001W,DEG1,PUS3,850550
YLR154C,RNH203,,850847
YJL065C,DLS1,,853381
YMR267W,PPA2,IPP2,855309
YOL028C,YAP7,,854129
YJR148W,BAT2,ECA40,853613
YJR148W,BAT2,TWT2,853613
YJL123C,MTC1,,853319
YHR218W,,,856628
YMR247C,RKR1,LTN1,855289
YOL086C,ADH1,ADC1,854068
YNL287W,SEC21,,855429
YLL064C,PAU18,,855813
YLL064C,PAU18,,850662
YCR013C,,,
YMR152W,YIM1,,855183
YEL051W,VMA8,,856659
YNL095C,,,855629
YHR021W-A,ECM12,,856416
YOL108C,INO4,,854042
YER190C-B,,,4594642
YLR461W,PAU4,,851183
YCR090C,,,850452
tL(UAA)L,,,
YGR201C,,,853115
YBR194W,AIM4,SOY1,852493
YDR288W,NSE3,,851882
YDR141C,DOP1,,851719
YPL046C,ELC1,,856061
YBR076C-A,,,
YOL023W,IFM1,,854135
YAL044W-A,BOL1,,851252
YBR108W,AIM3,,852405
YGR239C,PEX21,,853154
YDR194C,MSS116,,851775
YDR424C,DYN2,SLC1,852034
YOR011W-A,,,1466479
YAL041W,CDC24,CLS4,851190
YIL148W,RPL40A,CEP52A,854658
YIL148W,RPL40A,UB11,854658
YIL148W,RPL40A,UBI1,854658
YIL148W,RPL40A,CEP52B,854658
YIL148W,RPL40A,UB12,854658
YIL148W,RPL40A,UBI2,854658
YIL148W,RPL40A,CEP52A,853969
YIL148W,RPL40A,UB11,853969
YIL148W,RPL40A,UBI1,853969
YIL148W,RPL40A,CEP52B,853969
YIL148W,RPL40A,UB12,853969
YIL148W,RPL40A,UBI2,853969
YOR165W,SEY1,,854336
YEL061C,CIN8,KSL2,856648
YEL061C,CIN8,SDS15,856648
YJL046W,AIM22,LIP3,853401
YJL046W,AIM22,RRG3,853401
YLR265C,NEJ1,LIF2,850970
YIR017W-A,,,
YER059W,PCL6,,856787
YBR046C,ZTA1,,852335
YMR251W-A,HOR7,,855293
YNL096C,RPS7B,,855628
YLR428C,,,
YCR084C,TUP1,AAR1,850445
YCR084C,TUP1,AER2,850445
YCR084C,TUP1,AMM1,850445
YCR084C,TUP1,CRT4,850445
YCR084C,TUP1,CYC9,850445
YCR084C,TUP1,FLK1,850445
YCR084C,TUP1,ROX4,850445
YCR084C,TUP1,SFL2,850445
YCR084C,TUP1,UMR7,850445
YMR146C,TIF34,,855177
YNL282W,POP3,,855439
YOL068C,HST1,,854086
YJR123W,RPS5,,853587
YLR242C,ARV1,,850943
YMR228W,MTF1,,855268
YMR032W,HOF1,CYK2,855048
YKR077W,MSA2,,853952
YLR351C,NIT3,,851065
YOR138C,RUP1,,854306
YDR054C,CDC34,DNA6,851624
YDR054C,CDC34,UBC3,851624
YLR306W,UBC12,,851015
YHR114W,BZZ1,LSB7,856514
YBR235W,VHC1,,852537
YGR169C-A,,YGR169C-C,1466460
YDR122W,KIN1,,851700
YNL047C,SLM2,LIT1,855680
YPL021W,ECM23,SRD2,856086
YHR039C,MSC7,,856434
YHL019W-A,,,
YOR016C,ERP4,,854181
YGR185C,TYS1,TTS1,853097
YPL268W,PLC1,,855860
YDR184C,ATC1,LIC4,851765
YLR130C,ZRT2,,850821
YJR118C,ILM1,,853582
YPL283C,YRF1-7,YRF1,853213
YPL283C,YRF1-7,YRF1,853213
YPL283C,YRF1-7,YRF1,855846
YPL283C,YRF1-7,YRF1,855846
YHR152W,SPO12,,856557
YGR189C,CRH1,,853102
YER091C-A,,,
YLL028W,TPO1,,850631
YJL071W,ARG2,HRB574,853374
YBR274W,CHK1,,852577
YNL139C,THO2,LDB5,855583
YNL139C,THO2,RLR1,855583
YNL139C,THO2,ZRG13,855583
YIL145C,PAN6,,854661
YLR183C,TOS4,,850880
YOL121C,RPS19A,,854028
YGR022C,,,
tR(CCG)L,TRR4,,
YGR290W,,,
tP(UGG)N1,,,
YGL205W,POX1,FOX1,852667
YIR006C,PAN1,DIM2,854822
YIR006C,PAN1,MDP3,854822
YIR006C,PAN1,MIP3,854822
YPL206C,PGC1,,855895
YOL126C,MDH2,,853994
YPR055W,SEC8,,856168
YNL298W,CLA4,ERC10,855418
YER140W,EMP65,,856883
tK(CUU)G2,,,
tQ(UUG)Q,,,
YEL056W,HAT2,,856654
YLR042C,,,850731
YHL046W-A,,,
YER084W-A,,,
YLR396C,VPS33,CLS14,851112
YLR396C,VPS33,MET27,851112
YLR396C,VPS33,PEP14,851112
YLR396C,VPS33,SLP1,851112
YLR396C,VPS33,VAM5,851112
YLR396C,VPS33,VPL25,851112
YLR396C,VPS33,VPT33,851112
YLR122C,,,
YJR015W,,,853472
YIL013C,PDR11,,854802
YLR326W,,,851036
YLR024C,UBR2,,850711
YLR442C,SIR3,CMT1,851163
YLR442C,SIR3,MAR2,851163
YLR442C,SIR3,STE8,851163
YER036C,ARB1,,856758
YOR235W,IRC13,,
YBL006C,LDB7,RSC14,852277
YOR080W,DIA2,YOR29-31,854247
YBR186W,PCH2,,852484
YOR169C,,,
YOR028C,CIN5,HAL6,854193
YOR028C,CIN5,YAP4,854193
YGL221C,NIF3,,852651
YCR050C,,,850417
YDR183C-A,,,
YGL108C,,,852770
YOR225W,,,
YPR138C,MEP3,,856260
YKR095W-A,PCC1,,1500489
YJR102C,VPS25,VPL12,853566
YJR102C,VPS25,VPT25,853566
YDL240W,LRG1,,851358
YDR056C,EMC10,,851626
YKL079W,SMY1,,853783
YNL113W,RPC19,,855609
YMR013C-A,,,
YLR380W,CSR1,SFH2,851096
YNR003C,RPC34,,855737
YNL316C,PHA2,,855400
YEL009C,GCN4,AAS101,856709
YEL009C,GCN4,AAS3,856709
YEL009C,GCN4,ARG9,856709
YNL016W,PUB1,RNP1,855716
YOR108C-A,,,
YBR277C,,,
YDR541C,,,852154
YPL243W,SRP68,,855833
YIL114C,POR2,,854692
YHL011C,PRS3,,856375
YER079C-A,,,
YNL330C,RPD3,MOF6,855386
YNL330C,RPD3,REC3,855386
YNL330C,RPD3,SDI2,855386
YNL330C,RPD3,SDS6,855386
YLR061W,RPL22A,,850750
YKL161C,KDX1,MLP1,853696
YFR037C,RSC8,SWH3,850598
YPR127W,,,856245
YKL159C,RCN1,,853698
YIR035C,,,854853
YPL095C,EEB1,,856010
YGL069C,YGL069C,,
YPR027C,,,856138
YJL004C,SYS1,,853453
YDL042C,SIR2,MAR1,851520
YIR007W,EGH1,,854824
YNR010W,CSE2,MED9,855744
YHR129C,ARP1,ACT5,856530
YDR185C,UPS3,GEP2,851766
YLR386W,VAC14,,851102
YOR109W,INP53,SJL3,854276
YOR109W,INP53,SOP2,854276
YJL155C,FBP26,,853286
YDR328C,SKP1,MGO1,851928
YLR387C,REH1,,851103
YIL113W,SDP1,,854693
YJL154C,VPS35,GRD9,853287
YJL154C,VPS35,VPT7,853287
YAL019W-A,,,
YGL135W,RPL1B,SSM1,855881
YGL135W,RPL1B,SSM2,855881
YGL135W,RPL1B,SSM1,852742
YGL135W,RPL1B,SSM2,852742
YDR280W,RRP45,,851874
tV(UAC)D,,,
YCR099C,,,850463
YMR001C-A,,,1466498
YPL232W,SSO1,,855844
YKR030W,GMH1,MSG1,853901
YDR098C,GRX3,,851672
YLR422W,DCK1,,851141
YJR107W,LIH1,,853571
YDR005C,MAF1,,851568
YEL053W-A,,,
YHR199C,AIM46,FMP34,856606
YBR185C,MBA1,,852483
YKL037W,AIM26,,853829
YDR423C,CAD1,YAP2,852033
tM(CAU)E,IMT4,,
YJL035C,TAD2,,853417
YOL093W,TRM10,,854060
YDR017C,KCS1,,851580
YIL036W,CST6,ACA2,854775
YIL036W,CST6,SHF1,854775
YJR089W,BIR1,,853551
YPL124W,SPC29,LPH3,855979
YPL124W,SPC29,NIP29,855979
YLR354C,TAL1,,851068
YJL042W,MHP1,,853408
YJL169W,,,
YHR159W,TDA11,,856564
YGR253C,PUP2,DOA5,853168
YKL042W,SPC42,,853824
YGL053W,PRM8,,852828
YMR031W-A,,,
YNL172W,APC1,,855549
YGL101W,,,852777
YOR147W,MDM32,,854318
YIR010W,DSN1,,854827
YOR218C,,,
YPR041W,TIF5,SUI5,856154
YJL115W,ASF1,CIA1,853327
YIL033C,BCY1,SRA1,854778
YKR020W,VPS51,API3,853890
YKR020W,VPS51,VPS67,853890
YKR020W,VPS51,WHI6,853890
YCL066W,HMLALPHA1,ALPHA1,850407
YCL066W,HMLALPHA1,ALPHA1,850407
YCL066W,HMLALPHA1,ALPHA1,850293
YCL066W,HMLALPHA1,ALPHA1,850293
YOR254C,SEC63,PTL1,854428
snR189,SNR189,,
YIR009W,MSL1,YIB9,854826
YDR419W,RAD30,DBH1,852028
YGR271C-A,EFG1,YGR272C,853188
YOL080C,REX4,,854075
YPL083C,SEN54,,856022
YDR444W,,,852054
YNL132W,KRE33,,855591
YPL048W,CAM1,TEF3,856059
YEL030C-A,,,
YHR193C,EGD2,,856600
YJR003C,MRX12,,853459
YGR267C,FOL2,,853183
YMR153W,NUP53,,855184
YPL120W,VPS30,APG6,855983
YPL120W,VPS30,ATG6,855983
YPL120W,VPS30,VPT30,855983
YLR434C,,,
YPL117C,IDI1,BOT2,855986
YPL117C,IDI1,LPH10,855986
YPR126C,,,
YGR234W,YHB1,YHB4,853149
YAR035C-A,,,1466430
YBL078C,ATG8,APG8,852200
YBL078C,ATG8,AUT7,852200
YBL078C,ATG8,CVT5,852200
YKL012W,PRP40,,853857
YDR341C,YDR341C,RRS1,851942
YJL116C,NCA3,,853326
YFL013W-A,,,
YPR091C,NVJ2,,856207
YGL251C,HFM1,MER3,852641
YEL014C,,,
YGL141W,HUL5,,852736
YFL063W,,,
YPR059C,,,
YAL068C,PAU8,,851229
YAL068C,PAU8,,852630
YAL068C,PAU8,,852163
YDR154C,,,
YBR037C,SCO1,PET161,852325
YDR464W,SPP41,,852075
YGL245W,GUS1,GSN1,852606
YFR025C,HIS2,,850581
YGL007W,BRP1,,
YPL214C,THI6,,855887
YLL039C,UBI4,SCD2,850620
YLL039C,UBI4,UB14,850620
YER156C,,,856900
YBR015C,MNN2,CRV4,852303
YBR015C,MNN2,LDB8,852303
YBR015C,MNN2,TTP1,852303
YOR161W-B,,,
YDR132C,,,851710
YGL005C,COG7,COD5,852879
YLR149C,,,850841
