Gene stable ID,Gene name,Gene Synonym,NCBI gene (formerly Entrezgene) ID
YNL188W,KAR1,,855533
YBL059W,,,852221
YKR083C,DAD2,HSK1,853958
YML112W,CTK3,,854928
YOR370C,MRS6,MSI4,854552
YDR116C,MRPL1,,851694
YDR001C,NTH1,,851564
YLR114C,AVL9,,850805
YDL230W,PTP1,,851368
YAL016C-B,,,
YDR160W,SSY1,SHR10,851738
tF(GAA)F,,,
tM(CAU)O1,IMT1,,
YER166W,DNF1,,856913
YML099C,ARG81,ARGR2,854874
YML123C,PHO84,,854916
YJL077W-B,,,1466467
tV(AAC)M3,,,
YJL016W,,YJL017W,853436
YMR141C,,,
YDR123C,INO2,DIE1,851701
YDR123C,INO2,SCS1,851701
YBR131W,CCZ1,CVT16,852428
YMR324C,,,
YNL146W,,,855576
YOR211C,MGM1,MNA1,854386
YHL014C,YLF2,YLF1,856372
YPR170C,,,
YDR322W,MRPL35,,851921
YJL127W-A,YJL127W-A,,
YMR207C,HFA1,,
YDR040C,ENA1,HOR6,851610
YDR040C,ENA1,PMR2,851610
YER061C,CEM1,,856790
YDR025W,RPS11A,,852337
YDR025W,RPS11A,,851589
YIR031C,DAL7,MLS2,854849
YIR031C,DAL7,MSL2,854849
YDR046C,BAP3,PAP1,851616
YMR236W,TAF9,TAF17,855276
YPR123C,,,
YDL057W,,,851502
YPR142C,,,
YDL248W,COS7,,851348
YKL225W,,,
YCR097W,HMRA1,YCR097WB,850459
YDR008C,,,
YFL051C,,,850493
tG(UCC)Q,,,
YPL063W,TIM50,,856042
YER082C,UTP7,KRE31,856815
YLR213C,CRR1,,850910
YKL189W,HYM1,,853646
YER118C,SHO1,SSU81,856854
YJR007W,SUI2,,853463
YML034C-A,YML034C-A,,
tA(AGC)J,,,
YER152C,,,856896
YBR233W-A,DAD3,,852535
YDR029W,,,
YLR146C,SPE4,,850838
YAR019C,CDC15,LYT1,851274
YPR007C,REC8,SPO69,856115
YHR021C,RPS27B,,856415
YHR198C,AIM18,FMP22,856605
YNL228W,,,
YOR191W,ULS1,DIS1,854363
YOR191W,ULS1,RIS1,854363
YOR191W,ULS1,TID4,854363
YLR445W,GMC2,,851166
YBR092C,PHO3,,852389
YNL211C,MRX7,,855510
YBR126C,TPS1,BYP1,852423
YBR126C,TPS1,CIF1,852423
YBR126C,TPS1,FDP1,852423
YBR126C,TPS1,GGS1,852423
YBR126C,TPS1,GLC6,852423
YBR126C,TPS1,TSS1,852423
YOL064C,MET22,HAL2,854090
RDN18-2,RDN18-2,,
YGL230C,,,852621
YLR169W,,,
YCL041C,,,
tT(AGU)O1,,,
YJR096W,,,853559
YGR103W,NOP7,YPH1,852995
YBR057C,MUM2,,852348
YGR096W,TPC1,,852988
YBR086C,IST2,,852382
YLR202C,,,
YIL074C,SER33,,854736
YDR485C,VPS72,SWC2,852096
YIL022W,TIM44,ISP45,854790
YIL022W,TIM44,MIM44,854790
YIL022W,TIM44,MPI1,854790
YHL034C,SBP1,SSB1,856351
YHL034C,SBP1,SSBR1,856351
YNR021W,,,855755
YFL054C,AQY3,,850490
YAR029W,,,851281
YBR174C,,,
YLL053C,,,850673
YKL113C,RAD27,ERC11,853747
YKL113C,RAD27,FEN1,853747
YKL113C,RAD27,RTH1,853747
YLR333C,RPS25B,,851045
YOL049W,GSH2,,854108
YPR084W,,,856199
YGR112W,SHY1,,853009
snR56,SNR56,,
YER107C,GLE2,RAE1,856844
YHR124W,NDT80,,856524
YPL149W,ATG5,APG5,855954
YIL030C,SSM4,DOA10,854781
YIL030C,SSM4,KIS3,854781
YMR204C,INP1,,855244
YAR002W,NUP60,,851263
YJL032W,,,
YBR281C,DUG2,,852584
YJR065C,ARP3,ACT4,853528
YNL201C,PSY2,,855520
YNR033W,ABZ1,,855768
YNR034W,SOL1,,855769
YDR408C,ADE8,,852017
YMR011W,HXT2,,855023
YOL043C,NTG2,SCR2,854114
YDR038C,ENA5,,851608
YDL204W,RTN2,,851323
YDR019C,GCV1,GSD1,851582
YHR011W,DIA4,,856402
YML008C,ERG6,ISE1,855003
YML008C,ERG6,LIS1,855003
YML008C,ERG6,SED6,855003
YML008C,ERG6,VID1,855003
tV(AAC)K2,,,
YHR096C,HXT5,,856496
YMR109W,MYO5,,855136
YOR043W,WHI2,,854208
YOR331C,,,
YLR082C,SRL2,,850771
YNL272C,SEC2,,855449
YNL245C,CWC25,,855476
YNR074C,AIF1,CPD1,855811
YBL103C,RTG3,,852171
YLR193C,UPS1,,850890
YPL089C,RLM1,,856016
YCR043C,,,850410
tI(AAU)G,,,
YIL140W,AXL2,BUD10,854666
YIL140W,AXL2,SRO4,854666
YKL213C,DOA1,UFD3,853667
YKL213C,DOA1,ZZZ4,853667
YLL043W,FPS1,,850683
YDR477W,SNF1,CAT1,852088
YDR477W,SNF1,CCR1,852088
YDR477W,SNF1,GLC2,852088
YDR477W,SNF1,HAF3,852088
YDR477W,SNF1,PAS14,852088
YJL019W,MPS3,NEP98,853434
YJL019W,MPS3,YJL018W,853434
YJR082C,EAF6,,853544
YMR004W,MVP1,,855016
YNL123W,NMA111,YNM3,855600
YOR309C,,,
YER020W,GPA2,SSP101,856741
YOR104W,PIN2,,854271
YJL181W,RBH1,,853257
YLR337C,VRP1,END5,851051
YLR337C,VRP1,MDP2,851051
YLR337C,VRP1,YLR337W,851051
YHR185C,PFS1,ADY1,856591
YLL066W-A,,,850476
YLR039C,RIC1,,850728
YDR254W,CHL4,CTF17,851841
YDR254W,CHL4,MCM17,851841
YLR457C,NBP1,,851180
YER125W,RSP5,MDP1,856862
YER125W,RSP5,MUT2,856862
YER125W,RSP5,NPI1,856862
YER125W,RSP5,SMM1,856862
YER125W,RSP5,UBY1,856862
YDR514C,,,852126
YGL013C,PDR1,AMY1,852871
YGL013C,PDR1,ANT1,852871
YGL013C,PDR1,BOR2,852871
YGL013C,PDR1,CYH3,852871
YGL013C,PDR1,NRA2,852871
YGL013C,PDR1,SMR2,852871
YGL013C,PDR1,TIL1,852871
YGL013C,PDR1,TPE1,852871
YGL013C,PDR1,TPE3,852871
tG(GCC)B,,,
YLR377C,FBP1,ACN8,851092
YOL114C,PTH4,,854035
YLR104W,LCL2,,850794
YPR166C,MRP2,,856295
YER122C,GLO3,,856859
YLR319C,BUD6,AIP3,851029
YHR190W,ERG9,,856597
YLR184W,,,
YKL154W,SRP102,,853702
YGL076C,RPL7A,,852804
YKR063C,LAS1,,853937
YPR167C,MET16,,856296
YIL031W,ULP2,SMT4,854780
YOR300W,YOR300W,,
YJR095W,SFC1,ACR1,853558
YLR317W,,,
YLL003W,SFI1,,850657
YPL231W,FAS2,,855845
YDR296W,MHR1,XTC1,851890
YMR158C-A,YMR158C-A,YMR158C-B,855192
YPR025C,CCL1,,856136
YLR004C,THI73,,850690
YOR220W,RCN2,,854395
YLR407W,,,851123
YLR336C,SGD1,,851049
YOR378W,AMF1,,854560
YPL098C,MGR2,,856006
YBR159W,IFA38,,852456
YLR430W,SEN1,CIK3,851150
YLR430W,SEN1,NRD2,851150
YBR118W,TEF2,,852415
YBR118W,TEF2,,856195
YFR036W-A,,,
YHR075C,PPE1,,856474
YKL163W,PIR3,CCW8,853693
YMR216C,SKY1,,855256
YLR436C,ECM30,,851156
YGR067C,,,852958
YMR159C,ATG16,APG15,855194
YMR159C,ATG16,APG16,855194
YMR159C,ATG16,CVT11,855194
YMR159C,ATG16,SAP18,855194
YJR086W,STE18,,853548
YDL216C,RRI1,CSN5,851310
YDL216C,RRI1,JAB1,851310
YLR347C,KAP95,RSL1,851061
YLR324W,PEX30,,851034
YKL174C,TPO5,,853680
YMR307C-A,,,
YBL004W,UTP20,,852282
YFR024C-A,LSB3,YFR024C,850580
YOL059W,GPD2,GPD3,854095
YPR147C,,,856270
tV(AAC)L,,,
YBR163W,EXO5,DEM1,852461
YGR094W,VAS1,,852986
YMR272C,SCS7,FAH1,855315
YDL100C,GET3,ARR4,851458
YLR460C,,,851182
YMR106C,YKU80,HDF2,855132
YBL013W,FMT1,,852270
YLR113W,HOG1,SSK3,850803
YGL226C-A,OST5,,852625
YGR045C,,,
YNR016C,ACC1,ABP2,855750
YNR016C,ACC1,FAS3,855750
YNR016C,ACC1,MTR7,855750
YGR175C,ERG1,,853086
YDL068W,,,
YBL112C,,,852160
YFR045W,,,850606
YLR046C,YLR046C,,850735
YER038W-A,FMP49,,20098144
YPL129W,TAF14,ANC1,855974
YPL129W,TAF14,SWP29,855974
YPL129W,TAF14,TAF30,855974
YPL129W,TAF14,TFG3,855974
YGL008C,PMA1,KTI10,852876
YGR115C,,,
YBR231C,SWC5,AOR1,852532
YLR125W,,,850816
YKL134C,OCT1,,853724
YIL014W,MNT3,,854801
YLR196W,PWP1,,850893
YHR117W,TOM71,TOM72,856517
YER057C,HMF1,HIG1,856785
YDL026W,,,
YML092C,PRE8,,854882
YFR002W,NIC96,,850552
YKR011C,YKR011C,,853881
YKL005C,BYE1,,853865
YNL223W,ATG4,APG4,855498
YNL223W,ATG4,AUT2,855498
YCR095W-A,,,3077354
YPR153W,MAY24,,856276
YHR109W,CTM1,,856509
YGR108W,CLB1,SCB1,853002
YNR032C-A,HUB1,,855767
YDL124W,,,851433
YNL133C,FYV6,,855589
YLR363W-A,,,851078
YPR164W,MMS1,RTT108,856293
YPR164W,MMS1,SLM6,856293
tV(AAC)M2,,,
YBL066C,SEF1,,852214
YGR218W,CRM1,KAP124,853133
YGR218W,CRM1,XPO1,853133
YPL026C,SKS1,SHA3,856081
YKL069W,YKL069W,YKG9,853794
YML104C,MDM1,,854867
YML058W,SML1,,854945
YPR001W,CIT3,,856107
YGR205W,TDA10,,853119
YBR008C,FLR1,,852293
YFL012W,,,850535
YIL137C,TMA108,TAE3,854669
YOR386W,PHR1,,854568
YBL015W,ACH1,,852266
YHR207C,SET5,,856614
YPL282C,PAU22,,855847
YPL282C,PAU22,,854576
YHR132W-A,IGO2,,856534
YLL061W,MMP1,,850665
YPR178W,PRP4,RNA4,856307
YJL077C,ICS3,,853368
tW(CCA)M,,,
YMR148W,OSW5,,855179
YHR015W,MIP6,,856408
Q0105,COB,COB1,854583
Q0105,COB,CYTB,854583
YOL027C,MDM38,MKH1,854130
YDL227C,HO,,851371
tR(UCU)J2,,,
YHL015W,RPS20,URP2,856371
YEL033W,MTC7,,856678
tT(UGU)Q1,,,
YBR038W,CHS2,,852326
YHR090C,YNG2,EAF4,856490
YHR090C,YNG2,NBN1,856490
YKL006W,RPL14A,,853864
YDL111C,RRP42,,851447
YBL018C,POP8,,852263
YLR119W,SRN2,SRN10,850810
YLR119W,SRN2,VPL16,850810
YLR119W,SRN2,VPS37,850810
YPR061C,JID1,,856174
tM(CAU)Q2,,,
YIR037W,HYR1,GPX3,854855
YIR037W,HYR1,ORP1,854855
snR62,SNR62,,
YMR168C,CEP3,CBF3,855204
YMR168C,CEP3,CSL1,855204
Q0285,RPM1,,
YKL187C,FAT3,,853648
YML063W,RPS1B,PLC2,854939
YML063W,RPS1B,RP10B,854939
YKL111C,,,
snR57,SNR57,,
YIL127C,RRT14,,854679
YLL020C,,,
YER006W,NUG1,,856723
YGL073W,HSF1,EXA3,852806
YGL073W,HSF1,MAS3,852806
YNL178W,RPS3,SUF14,855543
YNL065W,AQR1,,855660
snR17a,SNR17A,,
YDR324C,UTP4,,851924
YDL170W,UGA3,,851384
YDR317W,HIM1,,851915
YOL155C,HPF1,,854010
YDR436W,PPZ2,,852046
YLR163C,MAS1,MIF1,850860
YBR253W,SRB6,MED22,852555
YPL180W,TCO89,,855922
YHR189W,PTH1,,856596
YIL143C,SSL2,LOM3,854663
YIL143C,SSL2,RAD25,854663
YDR208W,MSS4,,851789
YPL142C,,,
YIL079C,AIR1,,854731
YKR035W-A,DID2,CHM1,853906
YKR035W-A,DID2,FTI1,853906
YKR035W-A,DID2,VPL30,853906
YKR035W-A,DID2,VPS46,853906
YLL014W,EMC6,,850646
YHR001W-A,QCR10,,856390
YHR070C-A,,,
YBL068W-A,,,
YKL182W,FAS1,,853653
YHR108W,GGA2,,856508
YPL019C,VTC3,PHM2,856088
YDR386W,MUS81,SLX3,851994
YFL033C,RIM15,TAK1,850511
YIR008C,PRI1,,854825
YHR006W,STP2,,856397
YMR008C,PLB1,,855020
YBR058C,UBP14,GID6,852349
YDR504C,SPG3,,852115
YAL039C,CYC3,,851192
YJR006W,POL31,HUS2,853462
YJR006W,POL31,HYS2,853462
YJR006W,POL31,SDP5,853462
YMR294W-A,,,
YNR043W,MVD1,ERG19,855779
Q0143,Q0143,,
YIL040W,APQ12,,854771
YLR129W,DIP2,UTP12,850820
tD(GUC)L2,,,
YFL021W,GAT1,MEP80,850523
YFL021W,GAT1,NIL1,850523
YGL009C,LEU1,,852875
YIL129C,TAO3,PAG1,854677
YGL095C,VPS45,STT10,852785
YGL095C,VPS45,VPL28,852785
YIL100C-A,,,
YJR072C,NPA3,EPA1,853535
YHR147C,MRPL6,,856552
YOR375C,GDH1,DHE4,854557
YOR375C,GDH1,URE1,854557
snR35,SNR35,,
YPL258C,THI21,,855870
YGL137W,SEC27,,852740
YNL021W,HDA1,,855710
YOR100C,CRC1,,854267
YGL214W,,,
YKL099C,UTP11,,853762
YLR173W,,,850870
YPL022W,RAD1,LPB9,856085
YOL026C,MIM1,TOM13,854131
YIL124W,AYR1,,854682
YNL124W,NAF1,,855599
YJL118W,,,853323
YOL012C,HTZ1,HTA3,854150
YPL279C,FEX2,,855850
YLR090W,XDJ1,,850779
YMR177W,MMT1,,855215
YGR105W,VMA21,,852997
YNL312W,RFA2,BUF1,855404
YNL312W,RFA2,RPA2,855404
YBL084C,CDC27,APC3,852194
YBL084C,CDC27,SNB1,852194
YFL008W,SMC1,CHL10,850540
YDL220C,CDC13,EST4,851306
YNL143C,,,855579
YDR396W,,,
YOR026W,BUB3,,854191
YIL042C,PKP1,,854769
YGR001C,EFM5,,852884
YMR213W,CEF1,NTC85,855253
tK(UUU)G1,,,
YMR192W,GYL1,APP2,855230
YGL217C,,,
YAR030C,,,
YDR258C,HSP78,,851845
YAR047C,,,
YAL022C,FUN26,,851211
YBR224W,,,
YOR359W,VTS1,,854541
YDR176W,NGG1,ADA3,851756
YDR176W,NGG1,SWI7,851756
YDL099W,BUG1,,851459
YDR380W,ARO10,,851987
YDL110C,TMA17,,851448
YOR250C,CLP1,,854424
YFL019C,,,
Q0055,AI2,,854594
YDR148C,KGD2,,851726
YER007W,PAC2,,856724
YBR077C,SLM4,EGO3,852369
YBR077C,SLM4,GSE1,852369
YBR077C,SLM4,NIR1,852369
YOL013C,HRD1,DER3,854149
YPL044C,,,
YDL201W,TRM8,,851326
YDL107W,MSS2,,851451
YNL251C,NRD1,,855470
YOR272W,YTM1,,854446
YER078W-A,,,1466536
YPR193C,HPA2,,856323
YJL184W,GON7,LDB6,853255
YJL184W,GON7,PCC2,853255
YGL173C,XRN1,DST2,852702
YGL173C,XRN1,RAR5,852702
YGL173C,XRN1,SEP1,852702
YGL173C,XRN1,SKI1,852702
YGL173C,XRN1,XRN1,852702
YLR286W-A,,,
YMR326C,,,
snR40,SNR40,,
YPL001W,HAT1,,856106
YGL086W,MAD1,,852794
YPR083W,MDM36,,856198
tA(UGC)E,,,
YGR223C,HSV2,,853138
YMR014W,BUD22,,855028
YMR020W,FMS1,,855034
YDR515W,SLF1,SRO99,852127
YEL002C,WBP1,,856716
snR86,SNR86,,
YKL179C,COY1,,853675
YAL011W,SWC3,SWC1,851222
YMR208W,ERG12,RAR1,855248
YBL087C,RPL23A,,852191
YBL087C,RPL23A,,856853
YNL299W,TRF5,,855417
tG(GCC)O2,SUF17,,
snR19,SNR19,,
YPR195C,,,
snR55,SNR55,,
YDR133C,,,
YJR133W,XPT1,,853597
YCL009C,ILV6,,850348
tS(AGA)G,,,
YLR259C,HSP60,CPN60,850963
YLR259C,HSP60,MIF4,850963
YLR259C,HSP60,MNA2,850963
YOL164W-A,,,1466473
YGR077C,PEX8,PAS6,852968
YOL082W,ATG19,CVT19,854072
YGL052W,,,
YBR098W,MMS4,SLX2,852395
YBR098W,MMS4,YBR100W,852395
tP(AGG)C,SUF2,,
YLR219W,MSC3,,850916
YDR378C,LSM6,,851984
YHR180W-A,,,
YLR401C,DUS3,,851117
YGR285C,ZUO1,,853202
YHR092C,HXT4,LGT1,856492
YHR092C,HXT4,RAG1,856492
snR36,SNR36,,
YML098W,TAF13,FUN81,854875
YML098W,TAF13,TAF19,854875
YFR005C,SAD1,,850555
YMR133W,REC114,,855163
YNR049C,MSO1,,855785
YLL058W,,,850668
YOR035C,SHE4,DIM1,854200
YML028W,TSA1,TPX1,854980
YML028W,TSA1,ZRG14,854980
YNL163C,RIA1,EFL1,855558
YPL057C,SUR1,BCL21,856050
YPL057C,SUR1,CSG1,856050
YPL057C,SUR1,LPE15,856050
YHR080C,LAM4,,856480
YEL064C,AVT2,,856645
YDR473C,PRP3,RNA3,852084
YLR177W,,,850874
YJR025C,BNA1,HAD1,853482
YGL080W,MPC1,,852800
YDR403W,DIT1,,852012
YGL207W,SPT16,CDC68,852665
YGL207W,SPT16,SSF1,852665
YGR261C,APL6,YKS5,853177
YBR239C,ERT1,,852541
YMR285C,NGL2,,855329
YDR268W,MSW1,,851861
YER103W,SSA4,YG107,856840
YMR040W,YET2,,855056
YBR168W,PEX32,,852466
YHL045W,,,
YPL211W,NIP7,,855890
YMR094W,CTF13,,855119
YDR409W,SIZ1,ULL1,852018
YMR189W,GCV2,GSD2,855227
YIL115C,NUP159,NUP158,854691
YIL115C,NUP159,RAT7,854691
YBL046W,PSY4,,852234
YBR003W,COQ1,,852288
YOL016C,CMK2,,854144
YDR173C,ARG82,ARGR3,851753
YDR173C,ARG82,IPK2,851753
YNR073C,MAN2,,856639
YNR073C,MAN2,,855810
YDR187C,,,
YBR215W,HPC2,,852516
YOR007C,SGT2,,854168
YOR325W,,,
YDR389W,SAC7,,851997
YKL047W,ANR2,,853819
YER007C-A,TMA20,,856725
YLR415C,,,851133
YNL127W,FAR11,,855596
LSR1,LSR1,,
YHR022C,,,856417
YGR226C,,,
YKL049C,CSE4,CSL2,853817
YML128C,MSC1,,854911
YDR417C,,,
YGL140C,,,852737
YDR165W,TRM82,,851743
YML022W,APT1,,854986
YKL220C,FRE2,,853660
YKL183W,LOT5,,853652
YLR467W,YRF1-5,YRF1,851189
YLR467W,YRF1-5,YRF1,851189
YLR467W,YRF1-5,YRF1,852158
YLR467W,YRF1-5,YRF1,852158
YLR467W,YRF1-5,YRF1,854577
YLR467W,YRF1-5,YRF1,854577
YDL113C,ATG20,CVT20,851445
YDL113C,ATG20,SNX42,851445
YLR302C,,,
YGL078C,DBP3,,852802
YGL199C,,,
YBL025W,RRN10,,852256
YMR299C,DYN3,,855345
YGR164W,,,
YGR150C,CCM1,DMR1,853053
YGR150C,CCM1,RRG2,853053
YDR426C,,,
YDR521W,,,
YKL181W,PRS1,PRP1,853654
YPL041C,MRX11,,856066
YDR086C,SSS1,,851659
YBR105C,VID24,GID4,852402
YJR018W,,,
YJL095W,BCK1,LAS3,853350
YJL095W,BCK1,SAP3,853350
YJL095W,BCK1,SLK1,853350
YJL095W,BCK1,SSP31,853350
snR80,SNR80,,
YKL088W,CAB3,,853774
YDL021W,GPM2,,851541
YDR023W,SES1,,851587
YHL027W,RIM101,RIM1,856358
YOL085W-A,,,
YBR200W,BEM1,SRO1,852499
YCR014C,POL4,,850372
YPR003C,,,856111
YLR185W,RPL37A,,850882
YPL181W,CTI6,RXT1,855920
YOL160W,,,
YER093C-A,AIM11,GEP8,856829
YGL006W-A,,,1466456
YNL118C,DCP2,PSU1,855605
YCL036W,GFD2,YCD6,850321
YGR196C,FYV8,,853110
YLR060W,FRS1,,850749
YJR147W,HMS2,,853612
YDR394W,RPT3,YNT1,852003
YDR394W,RPT3,YTA2,852003
YCR051W,,,850418
YHL003C,LAG1,,856386
YOR361C,PRT1,CDC63,854543
YOR361C,PRT1,DNA26,854543
YPR168W,NUT2,MED10,856297
YDR320C-A,DAD4,HSK2,851919
YBR190W,,,
YBR248C,HIS7,,852550
YHR070W,TRM5,,856467
tT(AGU)N2,,,
YDR003W-A,,,1466432
YPL185W,,,
YPL040C,ISM1,,856067
YHR150W,PEX28,,856555
YGL197W,MDS3,,852678
YOL158C,ENB1,ARN4,854007
YJL043W,,,853407
YER120W,SCS2,,856856
YMR227C,TAF7,TAF67,855267
YBR145W,ADH5,,852442
YMR119W,ASI1,,855147
YGR136W,LSB1,,853037
YFL022C,FRS2,,850522
YDR183W,PLP1,,851764
YER033C,ZRG8,,856755
YNL189W,SRP1,KAP60,855532
YNL189W,SRP1,SCM1,855532
YBL047C,EDE1,BUD15,852233
YKL209C,STE6,,853671
YMR255W,GFD1,,855297
tL(CAA)K,,,
YOR315W,SFG1,,854493
YDR245W,MNN10,BED1,851832
YDR245W,MNN10,REC41,851832
YDR245W,MNN10,SLC2,851832
YJL107C,,,853337
YNL290W,RFC3,,855426
YKR019C,IRS4,,853889
YGR153W,YGR153W,,853057
YGL159W,,,852717
YGR286C,BIO2,,853203
YJL012C,VTC4,PHM3,853441
YJL012C,VTC4,YJL012C-A,853441
YAL001C,TFC3,FUN24,851262
YAL001C,TFC3,TSV115,851262
YNR025C,,,
YBR099C,,,
YBL014C,RRN6,,852269
YNL250W,RAD50,,855471
YDR431W,,,
YNL314W,DAL82,,855402
YNL227C,JJJ1,,855495
YER054C,GIP2,,856781
YBR062C,,,852354
YDL154W,MSH5,,851401
YDL184C,RPL41A,RPL47B,851422
YDL184C,RPL41A,YDL134C-A,851422
YDL184C,RPL41A,RPL47A,851422
YDL184C,RPL41A,RPL47B,851344
YDL184C,RPL41A,YDL134C-A,851344
YDL184C,RPL41A,RPL47A,851344
YOR010C,TIR2,SRP2,854174
YDR153C,ENT5,,851731
YMR024W,MRPL3,,855039
YNL218W,MGS1,,855503
YPL070W,MUK1,,856035
YBL092W,RPL32,,852185
YGL254W,FZF1,NRC299,852638
YGL254W,FZF1,RSU1,852638
YGL254W,FZF1,SUL1,852638
YLR313C,SPH1,,
YHR133C,NSG1,,856535
YPR159W,KRE6,CWH48,856287
YML054C,CYB2,,854950
YMR317W,,,855366
tH(GUG)G1,,,
YAL056W,GPB2,KRH1,851243
YOR384W,FRE5,,854566
YPL002C,SNF8,VPL14,856105
YPL002C,SNF8,VPS22,856105
YLR303W,MET17,MET15,851010
YLR303W,MET17,MET25,851010
YNL004W,HRB1,TOM34,855728
YIL035C,CKA1,,854776
YGR023W,MTL1,,852905
YNR023W,SNF12,SWP73,855757
snR48,SNR48,,
YNL092W,,,855632
YLR154W-B,,,
YMR084W,,,855108
YGL063W,PUS2,,852817
YMR274C,RCE1,,855317
snR51,SNR51,,
YDR014W-A,HED1,,4036073
YLL029W,FRA1,,850630
YJR121W,ATP2,,853585
YDR434W,GPI17,,852044
YHR215W,PHO12,PHO10,856625
YGL154C,LYS5,,852723
YLL047W,,,
YLR285C-A,,,1466418
YLR001C,,,850687
YGL035C,MIG1,CAT4,852848
YGL035C,MIG1,SSN1,852848
YGL035C,MIG1,TDS22,852848
YPL227C,ALG5,,855874
YOR234C,RPL33B,RPL37B,854409
YGR009C,SEC9,HSS7,852892
YOR283W,,,854457
YNL324W,,,
YBR240C,THI2,PHO6,852542
YGR034W,RPL26B,,852922
YJL145W,SFH5,,853296
tV(AAC)E2,,,
snR79,SNR79,,
YHL020C,OPI1,,856366
YJL153C,INO1,APR1,853288
YKR012C,,,
YDL002C,NHP10,HMO2,851562
YOR020W-A,,,1466480
YDR225W,HTA1,H2A1,851811
YDR225W,HTA1,SPT11,851811
YER164W,CHD1,,856911
YHR101C,BIG1,,856501
YJL088W,ARG3,,853357
YMR215W,GAS3,,855255
YDR418W,RPL12B,,856656
YDR418W,RPL12B,,852026
YOL045W,PSK2,,854111
YCL045C,EMC1,,850312
YPL067C,,,856038
YHR046C,INM1,,856442
YIL176C,PAU14,,854631
YIL176C,PAU14,,853232
YBR251W,MRPS5,,852553
YOR102W,,,
YNL233W,BNI4,,855488
YHR095W,,,
YPL236C,ENV7,,855840
YPL151C,PRP46,NTC50,855952
YGL064C,MRH4,,852816
YMR277W,FCP1,,855320
YJR064W,CCT5,TCP5,853527
YOL128C,YGK3,,853992
YCL005W,LDB16,,850351
YPL234C,VMA11,CLS9,855842
YPL234C,VMA11,TFP3,855842
YNL155W,CUZ1,,855567
YOR360C,PDE2,SRA5,854542
YDR224C,HTB1,SPT12,851810
YLR465C,BSC3,,
YER139C,RTR1,,856882
YJL137C,GLG2,,853304
YLR015W,BRE2,CPS60,850702
YMR033W,ARP9,RSC12,855049
YMR033W,ARP9,SWP59,855049
snR52,SNR52,,
YOL097C,WRS1,HRE342,854056
YHR182W,,,856588
YIL006W,YIA6,NDT1,854811
YDR502C,SAM2,ETH2,852113
YDR447C,RPS17B,RP51B,852058
YDR447C,RPS17B,RPL51B,852058
YDL039C,PRM7,YDL038C,851522
YJL074C,SMC3,,853371
YOR164C,GET4,,854335
YKL166C,TPK3,,853688
YEL042W,GDA1,,856669
YML094C-A,YML094C-A,,
YGR118W,RPS23A,,853015
YGR118W,RPS23A,,856250
YDL225W,SHS1,SEP7,851373
YNL020C,ARK1,,855711
YPL015C,HST2,,856092
YHR098C,SFB3,LST1,856498
YAL066W,,,
YKL016C,ATP7,,853853
YNL076W,MKS1,LYS80,855648
YBR199W,KTR4,,852498
YML041C,VPS71,SWC6,854966
YJL111W,CCT7,TCP7,853333
YKR086W,PRP16,PRP23,853961
YKR086W,PRP16,RNA16,853961
YLR432W,IMD3,,851152
YDR259C,YAP6,HAL7,851846
YIL048W,NEO1,,854763
YBR128C,ATG14,APG14,852425
YBR128C,ATG14,CVT12,852425
YBR139W,,,852436
YLR081W,GAL2,,850770
YPR035W,GLN1,,856147
YMR305C,SCW10,,855352
YNL200C,NNR1,,855521
YGR277C,CAB4,,853194
YNL177C,MRPL22,,855544
YNL077W,APJ1,,855647
YHR145C,,,
YOR175C,ALE1,LCA1,854346
YOR175C,ALE1,LPT1,854346
YOR175C,ALE1,SLC4,854346
YPR037C,ERV2,,856152
YPR184W,GDB1,,856314
tR(ACG)K,,,
YPL135W,ISU1,NUA1,855968
YPL215W,CBP3,,855886
YMR315W-A,,,1466508
snR43,SNR43,,
YMR237W,BCH1,,855277
YNL293W,MSB3,GYP3,855423
YDR495C,VPS3,PEP6,852106
YDR495C,VPS3,VPL3,852106
YDR495C,VPS3,VPT17,852106
YCR088W,ABP1,,850450
YKL141W,SDH3,CYB3,853716
YKL141W,SDH3,YKL4,853716
YDL151C,BUD30,,
YDR357C,CNL1,,851959
YNL098C,RAS2,CTN5,855625
YNL098C,RAS2,CYR3,855625
YNL098C,RAS2,GLC5,855625
YNL098C,RAS2,TSL7,855625
YML095C,RAD10,,854878
YIL066C,RNR3,DIN1,854744
YIL066C,RNR3,RIR3,854744
YLR166C,SEC10,,850863
YDR370C,DXO1,,851976
YBL070C,,,
YKL065C,YET1,,853800
YBR054W,YRO2,,852343
YIR029W,DAL2,ALC1,854847
YDR298C,ATP5,OSC1,851892
YCR037C,PHO87,,850403
YGR232W,NAS6,,853147
YIR018C-A,,,1466494
YBL039W-B,YBL039W-B,YBL039W-A,1466441
YMR018W,PEX9,,855032
YKL013C,ARC19,,853856
YGR227W,DIE2,ALG10,853142
YHR120W,MSH1,,856520
YDR276C,PMP3,SNA1,851869
YBR072W,HSP26,,852364
YJL158C,CIS3,CCW11,853282
YJL158C,CIS3,CCW5,853282
YJL158C,CIS3,PIR4,853282
YKL040C,NFU1,NUB1,853826
YPL112C,PEX25,,855991
tP(UGG)O1,,,
YBR111C,YSA1,RMA2,852408
YAL013W,DEP1,FUN54,851220
YER190C-A,,,
YMR163C,INP2,,855198
